#query	COG_category	Description	Preferred_name	GOs	KEGG_ko	KEGG_Pathway	KEGG_Module	PFAMs
NODE_851_length_1085_cov_0.695437_1	S	zinc-binding in reverse transcriptase						zf-RVT
NODE_852_length_1084_cov_15.633565_1	L	strictosidine synthase activity						Retrotrans_gag,rve
NODE_854_length_1084_cov_1.345581_1	O	Mitochondrial protein						RVT_2,Retrotran_gag_2,Retrotran_gag_3,Retrotrans_gag,gag_pre-integrs,rve,zf-CCHC
NODE_857_length_1079_cov_0.875498_1	S	Domain of unknown function (DUF4216)						DUF4216,DUF4218,Transpos_assoc,Transposase_21
NODE_860_length_1079_cov_0.574850_1	S	Reverse transcriptase (RNA-dependent DNA polymerase)						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_861_length_1077_cov_1.480000_1	D	Belongs to the helicase family			ko:K07466,ko:K15255	ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460	M00288	Helitron_like_N,Herpes_Helicase,PIF1
NODE_865_length_1075_cov_1.996994_1	J	Rps12 protein	rps12	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	ko:K02950	ko03010,map03010	M00178,M00179	Ribosom_S12_S23
NODE_867_length_1072_cov_1.479397_1	S	source UniProtKB						DUF4216,DUF4218,Transpos_assoc,Transposase_21
NODE_870_length_1071_cov_0.741449_1	S	endonuclease activity						PPR,PPR_1,PPR_2,PPR_3,PPR_long
NODE_876_length_1067_cov_0.869697_1	L	Helitron helicase-like domain at N-terminus						Helitron_like_N,PIF1
NODE_877_length_1067_cov_0.815152_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_879_length_1065_cov_0.547017_1	L	transposition, RNA-mediated						Retrotrans_gag
NODE_882_length_1065_cov_0.861336_1	S	MuDR family transposase						DBD_Tnp_Mut,MULE,SWIM
NODE_886_length_1064_cov_0.890578_1	S	Zinc knuckle family protein						MP,zf-CCHC
NODE_887_length_1063_cov_15.194726_1	L	8-hydroxy-dADP phosphatase activity						Retrotrans_gag
NODE_889_length_1062_cov_0.636548_1	L	transposition, RNA-mediated						
NODE_893_length_1060_cov_0.891150_1	L	G-quadruplex DNA unwinding						
NODE_902_length_1053_cov_1.867828_1	L	transposition, RNA-mediated						Retrotrans_gag
NODE_904_length_1051_cov_0.960041_1	S	isoform X1						NIF
NODE_908_length_1052_cov_0.568205_1	E	Ribonuclease H protein						
NODE_909_length_1051_cov_27.104723_1	KLT	protein kinase activity						Asp_protease_2,RVT_1,Retrotrans_gag,rve
NODE_911_length_1050_cov_0.636177_1	O	Acylamino-acid-releasing enzyme-like		GO:0003674,GO:0003824,GO:0004177,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005773,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0009507,GO:0009536,GO:0009987,GO:0016043,GO:0016787,GO:0017171,GO:0019538,GO:0022607,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0070008,GO:0070009,GO:0070011,GO:0071704,GO:0071840,GO:0140096,GO:1901564	ko:K01303			PD40,Peptidase_S9
NODE_912_length_1049_cov_1.589506_1	S	chromatin binding						DUF1985,Peptidase_C48
NODE_913_length_1048_cov_0.722966_1	S	Myb/SANT-like DNA-binding domain						Myb_DNA-bind_3
NODE_916_length_1044_cov_1.111686_1	D	Belongs to the helicase family			ko:K15255			Helitron_like_N,Herpes_Helicase,PIF1
NODE_924_length_1037_cov_0.523364_1	U	Zinc-finger of C2H2 type						RVT_3,TB2_DP1_HVA22,zf-met
NODE_925_length_1038_cov_1.771072_1	C	Proton-conducting membrane transporter	nad4		ko:K03881	ko00190,ko01100,ko04714,ko04723,ko05012,map00190,map01100,map04714,map04723,map05012	M00142	Proton_antipo_M
NODE_930_length_1037_cov_0.806250_1	D	Belongs to the helicase family						Helitron_like_N,Herpes_Helicase,PIF1
NODE_931_length_1037_cov_0.779167_2	G	beta-galactosidase	BGAL8	GO:0003674,GO:0003824,GO:0004553,GO:0004565,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0015925,GO:0016787,GO:0016798,GO:0030312,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071944				Gal_Lectin,Glyco_hydro_35
NODE_932_length_1036_cov_2.454640_1	S	XH XS domain-containing protein						XH,XS,zf-XS
NODE_940_length_1032_cov_0.371728_1	L	transposition, RNA-mediated						RVT_3
NODE_942_length_1031_cov_1.136268_2	S	Domain of unknown function (DUF4216)						DUF4216,DUF4218
NODE_957_length_1026_cov_0.786091_2	D	Belongs to the helicase family			ko:K07466,ko:K15255	ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460	M00288	Helitron_like_N,Herpes_Helicase,PIF1
NODE_960_length_1024_cov_0.596621_1	O	calmodulin-binding transcription activator		GO:0000981,GO:0000982,GO:0001077,GO:0001228,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009409,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010150,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0032501,GO:0032502,GO:0032774,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0042742,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048366,GO:0048367,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048731,GO:0048827,GO:0048856,GO:0050789,GO:0050794,GO:0050832,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0065007,GO:0070417,GO:0071704,GO:0080090,GO:0080134,GO:0090304,GO:0090693,GO:0097159,GO:0097659,GO:0098542,GO:0099402,GO:0140110,GO:1900367,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:2000068,GO:2000112,GO:2001141	ko:K21596			Ank,Ank_2,CG-1,IQ,TIG
NODE_969_length_1018_cov_1.377258_1	D	Belongs to the helicase family			ko:K07466,ko:K15255	ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460	M00288	Helitron_like_N,Herpes_Helicase,PIF1
NODE_971_length_1017_cov_1.711702_1	S	TNP1/EN/SPM transposase						Transposase_23,Transposase_24
NODE_971_length_1017_cov_1.711702_2	S	source UniProtKB						Peptidase_C48,Transposase_24
NODE_972_length_1017_cov_1.042553_1								DBD_Tnp_Mut,MULE,SWIM
NODE_977_length_1015_cov_0.585288_1	L	DNA RNA polymerases superfamily protein		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVP_2,RVT_1,Retrotrans_gag,rve,zf-CCHC
NODE_982_length_1012_cov_1.045989_1	L	transposition, RNA-mediated						gag_pre-integrs
NODE_982_length_1012_cov_1.045989_2	L	Cysteine-rich RLK (RECEPTOR-like protein kinase) 8						RVT_2,Retrotran_gag_2,Retrotran_gag_3,rve
NODE_994_length_1006_cov_0.711518_1	L	transposition, RNA-mediated						Retrotrans_gag
NODE_997_length_1004_cov_1.159655_1	L	DDE superfamily endonuclease						DDE_Tnp_4
NODE_999_length_1004_cov_0.707659_3	L	Domain of unknown function (DUF4413)			ko:K08592			DUF4413,Dimer_Tnp_hAT,GRAS,Peptidase_C48,zf-BED
NODE_1002_length_1003_cov_1.420086_1	S	Domain of unknown function (DUF4216)						DUF4216,DUF4218
NODE_1003_length_1003_cov_0.744060_1	L	transposition, RNA-mediated						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_1018_length_997_cov_1.175000_2	K	cysteine-rich RLK (RECEPTOR-like protein kinase) 8						RVT_2,Retrotran_gag_2,Retrotran_gag_3,Retrotrans_gag,gag_pre-integrs,rve
NODE_1019_length_997_cov_1.014130_1	S	Reverse transcriptase-like						RVT_3,zf-RVT
NODE_1020_length_997_cov_0.552174_1	S	Reverse transcriptase-like						RVT_3,zf-RVT
NODE_1027_length_994_cov_0.784079_1	L	strictosidine synthase activity						Asp_protease_2,RVT_1,Retrotrans_gag,rve
NODE_1033_length_991_cov_0.801969_1	L	strictosidine synthase activity						Retrotrans_gag,rve
NODE_1035_length_991_cov_0.563457_2	L	Retrotransposon gag protein						Retrotrans_gag
NODE_1037_length_990_cov_1.716320_1	J	Ribosomal protein S13	rps13	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	ko:K02952	ko03010,map03010	M00178,M00179	Ribosomal_S13
NODE_1039_length_988_cov_1.070252_1	L	Retrotransposon gag protein						Retrotrans_gag
NODE_1041_length_986_cov_1.686469_1	L	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_1042_length_986_cov_1.412541_1	S	source UniProtKB						DUF4216,DUF4218,Transpos_assoc,Transposase_21
NODE_1045_length_985_cov_0.905286_1	L	transposition, RNA-mediated						Asp_protease_2,Retrotrans_gag
NODE_1049_length_984_cov_0.743109_1	E	Ribonuclease H protein			ko:K01051,ko:K01074	ko00040,ko00062,ko01100,ko01212,ko04142,map00040,map00062,map01100,map01212,map04142	M00081	DUF4283,RVT_1,zf-RVT
NODE_1054_length_981_cov_0.596239_1	D	Helicase-like protein			ko:K15255			Helitron_like_N,PIF1
NODE_1056_length_977_cov_1.012222_1	S	Protein of unknown function (DUF668)						DUF3475,DUF668
NODE_1058_length_975_cov_0.749443_1	L	Reverse transcriptase (RNA-dependent DNA polymerase)						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_1059_length_975_cov_0.654788_1								MULE,SWIM
NODE_1062_length_974_cov_0.947603_1	S	gag-polypeptide of LTR copia-type						Retrotran_gag_2
NODE_1065_length_973_cov_1.387277_1	S	source UniProtKB						DUF4216,DUF4218,Transpos_assoc,Transposase_21
NODE_1068_length_971_cov_1.259508_1	S	plant mutator transposase zinc finger						DBD_Tnp_Mut,MULE,SWIM
NODE_1071_length_971_cov_0.536913_1	K	Domain of unknown function (DUF4283)						DUF4283,zf-CCHC_4
NODE_1072_length_971_cov_0.432886_1	S	acid phosphatase activity						C2,DUF4283,RVT_1,RVT_3,zf-RVT
NODE_1074_length_970_cov_1.360582_1	L	G-quadruplex DNA unwinding			ko:K15255			Helitron_like_N,Herpes_Helicase,PIF1
NODE_1074_length_970_cov_1.360582_2	L	G-quadruplex DNA unwinding			ko:K15255			Helitron_like_N,Herpes_Helicase,PIF1
NODE_1075_length_970_cov_0.436730_1	L	Reverse transcriptase (RNA-dependent DNA polymerase)						RVT_1,zf-CCHC
NODE_1082_length_966_cov_1.653543_1	L	transposition, RNA-mediated						Asp_protease_2,RVT_1,Retrotrans_gag,rve
NODE_1092_length_962_cov_0.692655_1								DBD_Tnp_Mut,MULE,SWIM
NODE_1093_length_961_cov_1.739819_1	L	cellular component organization	ccmFc	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0016020,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464				CcmF_C
NODE_1095_length_960_cov_0.763307_1	S	Domain of unknown function (DUF4283)						DUF4283,zf-CCHC_4
NODE_1096_length_960_cov_0.605889_1	S	Reverse transcriptase-like						RVT_3,zf-RVT
NODE_1097_length_960_cov_0.573046_1	S	Protein FAR1-RELATED SEQUENCE 5-like			ko:K17604			FAR1,MULE,SWIM
NODE_1116_length_952_cov_1.346286_1	C	ATP synthase subunit alpha	atp1	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0016020,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464	ko:K02132	ko00190,ko01100,ko04714,ko05010,ko05012,ko05016,map00190,map01100,map04714,map05010,map05012,map05016	M00158	ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N
NODE_1121_length_948_cov_0.597015_1	S	Reverse transcriptase (RNA-dependent DNA polymerase)						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_1122_length_947_cov_0.763218_1	L	transposition, RNA-mediated						Retrotrans_gag
NODE_1124_length_945_cov_1.060990_1	S	Ribosomal protein-like protein						Plant_tran
NODE_1133_length_942_cov_0.660116_2	L	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,rve
NODE_1134_length_942_cov_0.635838_2	L	DNA RNA polymerases superfamily protein						RVP_2,Retrotrans_gag,zf-CCHC
NODE_1137_length_941_cov_0.982639_1	O	DNA RNA polymerases superfamily protein						
NODE_1143_length_938_cov_20.569106_2	L	strictosidine synthase activity						Retrotrans_gag,rve
NODE_1145_length_938_cov_0.631823_1	E	Uncharacterized protein K02A2.6-like		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVT_1,RVT_3,Retrotrans_gag,rve
NODE_1147_length_937_cov_1.301163_1	S	Transposase-associated domain						Transpos_assoc
NODE_1148_length_937_cov_1.120930_1	K	Transcription initiation factor TFIID subunit		GO:0000428,GO:0000988,GO:0000989,GO:0001076,GO:0001129,GO:0001132,GO:0003674,GO:0003676,GO:0003677,GO:0003712,GO:0003824,GO:0004402,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005669,GO:0006139,GO:0006325,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006464,GO:0006473,GO:0006475,GO:0006725,GO:0006807,GO:0006996,GO:0008080,GO:0008134,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009292,GO:0009294,GO:0009314,GO:0009416,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0016043,GO:0016070,GO:0016407,GO:0016410,GO:0016569,GO:0016570,GO:0016573,GO:0016591,GO:0016740,GO:0016746,GO:0016747,GO:0017025,GO:0018130,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0022607,GO:0030880,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032774,GO:0032991,GO:0034212,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043543,GO:0043565,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044764,GO:0044798,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051123,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051276,GO:0051704,GO:0055029,GO:0060255,GO:0061695,GO:0061733,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0070897,GO:0071704,GO:0071824,GO:0071840,GO:0080090,GO:0090304,GO:0090575,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1902494,GO:1902680,GO:1903506,GO:1903508,GO:1990234,GO:2000112,GO:2001141	ko:K03125	ko03022,map03022		Bromodomain,DUF3591,TBP-binding,ubiquitin,zf-CCHC_6
NODE_1157_length_932_cov_0.768421_1	S	transposon protein						DUF4218,Transpos_assoc,Transposase_21
NODE_1158_length_932_cov_0.686550_1	D	Belongs to the helicase family			ko:K15255			Helitron_like_N,PIF1
NODE_1159_length_931_cov_1.365340_1	L	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,rve
NODE_1160_length_931_cov_0.700234_1	S	Ribonuclease H protein						Exo_endo_phos,Exo_endo_phos_2,RVT_1
NODE_1160_length_931_cov_0.700234_2	S	RNase H family protein						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_1169_length_925_cov_1.625000_1	S	Encoded by						
NODE_1169_length_925_cov_1.625000_2	C	NADH dehydrogenase ubiquinone iron-sulfur protein 2-like						Complex1_49kDa
NODE_1171_length_925_cov_0.502358_1	T	Disease resistance protein		GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006952,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0023052,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071944				LRR_8,NB-ARC
NODE_1178_length_920_cov_0.736655_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_1181_length_919_cov_0.603325_1	S	Ribonuclease H protein						DUF4283,RVT_1,zf-RVT
NODE_1183_length_918_cov_1.280618_1	L	Uncharacterized protein K02A2.6-like		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVT_1,RVT_3,rve
NODE_1188_length_914_cov_1.054958_1	O	E3 ubiquitin-protein ligase	UPL1	GO:0000151,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0005911,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009506,GO:0009987,GO:0016020,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0030054,GO:0032446,GO:0032991,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0055044,GO:0061630,GO:0061659,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1902494,GO:1990234	ko:K10592	ko04120,map04120		DUF4414,DUF908,DUF913,HECT,UBA
NODE_1192_length_913_cov_1.337321_1	S	BEST Arabidopsis thaliana protein match is						
NODE_1196_length_911_cov_0.800959_1	L	Retrotransposon gag protein						Retrotrans_gag
NODE_1198_length_910_cov_1.049220_1	D	Belongs to the helicase family			ko:K15255			Helitron_like_N,Herpes_Helicase,PIF1
NODE_1210_length_903_cov_33.052058_1	O	Acylamino-acid-releasing enzyme-like		GO:0003674,GO:0003824,GO:0004177,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005773,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0009507,GO:0009536,GO:0009987,GO:0016043,GO:0016787,GO:0017171,GO:0019538,GO:0022607,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0070008,GO:0070009,GO:0070011,GO:0071704,GO:0071840,GO:0140096,GO:1901564	ko:K01303			PD40,Peptidase_S9
NODE_1211_length_903_cov_0.552058_1	S	Glutathione S-transferase T3-like						NAM-associated
NODE_1214_length_902_cov_1.060606_1	E	Ribonuclease H protein						RVT_1,zf-RVT
NODE_1217_length_901_cov_0.510303_1	U	regulation of response to stimulus						Retrotrans_gag,zf-CCHC
NODE_1223_length_898_cov_0.870889_1	S	Domain of unknown function (DUF4283)						DUF4283,zf-CCHC_4
NODE_1241_length_893_cov_0.878676_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-RVT
NODE_1243_length_892_cov_0.652761_1	M	ATPase activity, coupled to transmembrane movement of substances			ko:K08504	ko04130,map04130		DUF4283,Exo_endo_phos,RVT_1,zf-RVT
NODE_1252_length_889_cov_0.668719_1	L	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,rve
NODE_1257_length_887_cov_0.824691_1	E	Ribonuclease H protein						Exo_endo_phos,Exo_endo_phos_2,RVT_1
NODE_1264_length_886_cov_0.805933_1	L	Mitochondrial protein						RVT_2,Retrotran_gag_2,Retrotran_gag_3,Retrotrans_gag,gag_pre-integrs,rve,zf-CCHC
NODE_1270_length_884_cov_1.033457_1	D	Belongs to the helicase family			ko:K07466,ko:K15255	ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460	M00288	Helitron_like_N,Herpes_Helicase,PIF1
NODE_1275_length_881_cov_1.038557_1	L	DNA RNA polymerases superfamily protein		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVP_2,RVT_1,Retrotrans_gag,rve,zf-CCHC
NODE_1277_length_880_cov_0.723537_1	L	Uncharacterized protein K02A2.6-like		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVT_1,RVT_3,rve
