#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NODE_316_length_1659_cov_2.924779_1	28564.XP_002484617.1	7.05E-49	183	"COG0507@1|root,KOG0987@2759|Eukaryota,39JTG@33154|Opisthokonta,3Q45F@4751|Fungi,3RMAN@4890|Ascomycota"	4751|Fungi	L	Helitron helicase-like domain at N-terminus	-	-	-	-	-	-	-	-	-	-	-	-	"Helitron_like_N,PIF1"
NODE_322_length_1651_cov_0.844981_1	218851.Aquca_059_00042.1	4.74E-66	228	"2CMGX@1|root,2QQB8@2759|Eukaryota,37REV@33090|Viridiplantae,3GFBZ@35493|Streptophyta"	35493|Streptophyta	S	protein FAR1-RELATED SEQUENCE	-	-	-	-	-	-	-	-	-	-	-	-	"FAR1,MULE"
NODE_322_length_1651_cov_0.844981_2	218851.Aquca_018_00056.1	1.14E-28	115	"28PQ2@1|root,2QWCA@2759|Eukaryota,37NA7@33090|Viridiplantae,3GAAP@35493|Streptophyta"	35493|Streptophyta	S	Zinc finger MYM-type protein	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4371,Dimer_Tnp_hAT"
NODE_323_length_1643_cov_3.763208_1	225117.XP_009352370.1	2.57E-18	94	"28IQJ@1|root,2QR1U@2759|Eukaryota,37TIN@33090|Viridiplantae,3GCSY@35493|Streptophyta"	35493|Streptophyta	S	Plant mobile domain	-	-	-	-	-	-	-	-	-	-	-	-	"DUF1985,PMD"
NODE_324_length_1646_cov_0.500956_1	161934.XP_010672814.1	2.89E-128	400	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta"	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_325_length_1645_cov_1.718750_2	225117.XP_009349611.1	2.74E-15	77.8	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,RVT_1,RVT_3,zf-CCHC_4,zf-RVT"
NODE_326_length_1643_cov_7.262452_1	161934.XP_010675528.1	5.37E-176	550	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GP4Z@35493|Streptophyta"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"Asp_protease_2,RVT_1,Retrotrans_gag,rve"
NODE_327_length_1641_cov_0.898338_1	218851.Aquca_172_00001.1	2.74E-76	257	"COG0507@1|root,KOG0987@2759|Eukaryota,37Q72@33090|Viridiplantae,3GCCF@35493|Streptophyta"	35493|Streptophyta	D	Belongs to the helicase family	-	-	3.6.4.12	"ko:K07466,ko:K15255"	"ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460"	M00288	-	-	"ko00000,ko00001,ko00002,ko01000,ko03000,ko03029,ko03032,ko03400"	-	-	-	"Helitron_like_N,Herpes_Helicase,PIF1"
NODE_327_length_1641_cov_0.898338_2	218851.Aquca_019_00110.1	8.19E-36	133	"COG0507@1|root,KOG0987@2759|Eukaryota,37Q72@33090|Viridiplantae,3GPJ7@35493|Streptophyta"	35493|Streptophyta	D	PIF1-like helicase	-	-	-	-	-	-	-	-	-	-	-	-	PIF1
NODE_329_length_1628_cov_0.863402_1	3750.XP_008392443.1	1.54E-07	58.2	"28IQJ@1|root,2QR1U@2759|Eukaryota,37TIN@33090|Viridiplantae,3GCSY@35493|Streptophyta"	35493|Streptophyta	S	Plant mobile domain	-	-	-	-	-	-	-	-	-	-	-	-	"DUF1985,PMD"
NODE_331_length_1628_cov_0.717602_1	218851.Aquca_004_00735.1	1.31E-41	157	"KOG1075@1|root,KOG1075@2759|Eukaryota,380S8@33090|Viridiplantae"	33090|Viridiplantae	S	Reverse transcriptase-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_3,zf-RVT"
NODE_332_length_1624_cov_0.952165_1	161934.XP_010678922.1	3.68E-37	140	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta"	35493|Streptophyta	L	strictosidine synthase activity	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,Retrotrans_gag,rve"
NODE_336_length_1610_cov_0.527723_1	57918.XP_004295618.1	3.58E-125	380	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae"	33090|Viridiplantae	J	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"Asp_protease_2,Retrotrans_gag"
NODE_337_length_1606_cov_0.919060_1	218851.Aquca_004_00735.1	2.77E-62	217	"KOG1075@1|root,KOG1075@2759|Eukaryota,380S8@33090|Viridiplantae"	33090|Viridiplantae	S	Reverse transcriptase-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_3,zf-RVT"
NODE_341_length_1597_cov_1.499342_1	218851.Aquca_046_00033.1	5.90E-69	222	"KOG1075@1|root,KOG1075@2759|Eukaryota,37WW1@33090|Viridiplantae,3GM8X@35493|Streptophyta"	35493|Streptophyta	S	Domain of unknown function (DUF4283)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4283,zf-CCHC_4"
NODE_346_length_1580_cov_1.143713_1	3988.XP_002538495.1	7.95E-30	111	"COG5256@1|root,KOG0052@2759|Eukaryota,37KSK@33090|Viridiplantae,3GAB2@35493|Streptophyta"	35493|Streptophyta	J	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	-	-	-	ko:K03231	"ko03013,ko05134,map03013,map05134"	-	-	-	"ko00000,ko00001,ko03012,ko03016,ko03019,ko04131,ko04147"	-	-	-	"GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3"
NODE_347_length_1577_cov_0.550233_1	3750.XP_008377870.1	1.12E-69	239	"KOG1075@1|root,KOG1075@2759|Eukaryota"	2759|Eukaryota	E	Ribonuclease H protein	-	-	-	ko:K03549	-	-	-	-	"ko00000,ko02000"	2.A.72	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_352_length_1570_cov_1.127261_2	90675.XP_010413056.1	3.57E-67	236	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_358_length_1558_cov_1.204178_2	5297.GMQ_18217T0	4.42E-18	92.4	"2E229@1|root,2S9B5@2759|Eukaryota"	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NAM-associated
NODE_364_length_1550_cov_1.190767_1	218851.Aquca_040_00075.1	4.84E-55	192	"28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G8IQ@35493|Streptophyta"	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218,Transpos_assoc,Transposase_21"
NODE_364_length_1550_cov_1.190767_2	4533.OB06G22720.1	4.56E-09	60.1	"COG5064@1|root,KOG0166@2759|Eukaryota"	2759|Eukaryota	U	nuclear import signal receptor activity	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_369_length_1537_cov_1.620548_1	4533.OB03G10670.1	1.60E-42	152	"28PWY@1|root,2QWJJ@2759|Eukaryota,37VSF@33090|Viridiplantae,3GJJD@35493|Streptophyta,3KZCI@4447|Liliopsida,3IHGE@38820|Poales"	35493|Streptophyta	S	Domain of unknown function (DUF4216)	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218"
NODE_373_length_1531_cov_1.127923_1	3750.XP_008357937.1	1.15E-93	308	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_376_length_1528_cov_0.696490_1	90675.XP_010495711.1	3.09E-27	110	"COG2801@1|root,KOG0017@2759|Eukaryota,37MKC@33090|Viridiplantae"	33090|Viridiplantae	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_379_length_1521_cov_1.784626_1	3659.XP_004173856.1	3.52E-10	63.9	"KOG1075@1|root,KOG1075@2759|Eukaryota,380JG@33090|Viridiplantae"	33090|Viridiplantae	S	zinc-binding in reverse transcriptase	-	-	-	-	-	-	-	-	-	-	-	-	zf-RVT
NODE_384_length_1515_cov_1.148995_3	3659.XP_004157758.1	0.000315	46.6	"COG1779@1|root,KOG2703@2759|Eukaryota,37HSI@33090|Viridiplantae,3GB7M@35493|Streptophyta,4JI2I@91835|fabids"	35493|Streptophyta	KLT	Zinc finger protein	-	"GO:0000086,GO:0000278,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006950,GO:0007049,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009743,GO:0009746,GO:0009749,GO:0009987,GO:0009991,GO:0010033,GO:0022402,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0034284,GO:0042221,GO:0042594,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044770,GO:0044772,GO:0044839,GO:0050896,GO:0051716,GO:0061770,GO:0071496,GO:1901700,GO:1903047"	-	ko:K06874	-	-	-	-	ko00000	-	-	-	zf-ZPR1
NODE_392_length_1509_cov_1.576117_1	4096.XP_009773064.1	8.58E-51	180	"COG2801@1|root,KOG0017@2759|Eukaryota,37RRH@33090|Viridiplantae,3G8MV@35493|Streptophyta,44P0E@71274|asterids"	35493|Streptophyta	L	DNA RNA polymerases superfamily protein	-	-	-	-	-	-	-	-	-	-	-	-	"Asp_protease_2,RVT_1,Retrotrans_gag,rve"
NODE_393_length_1508_cov_1.255765_1	3659.XP_004169291.1	4.90E-92	287	"28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G8IQ@35493|Streptophyta,4JGEH@91835|fabids"	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218,Transpos_assoc,Transposase_21"
NODE_398_length_1505_cov_0.891457_1	588596.U9SRZ5	1.69E-29	112	"2CC8B@1|root,2S3BW@2759|Eukaryota,3A3QP@33154|Opisthokonta"	33154|Opisthokonta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Helitron_like_N
NODE_401_length_1498_cov_0.740324_1	3760.EMJ14455	8.03E-07	56.6	"COG2801@1|root,KOG0017@2759|Eukaryota,380K5@33090|Viridiplantae,3GQCS@35493|Streptophyta"	35493|Streptophyta	L	Retrotransposon gag protein	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
NODE_402_length_1496_cov_2.467230_1	90675.XP_010445318.1	5.48E-176	534	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_405_length_1490_cov_1.775972_1	218851.Aquca_040_00075.1	1.99E-117	364	"28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G8IQ@35493|Streptophyta"	35493|Streptophyta	S	source UniProtKB	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218,Transpos_assoc,Transposase_21"
NODE_408_length_1489_cov_0.847025_1	218851.Aquca_061_00095.1	2.36E-155	474	"COG0507@1|root,KOG0987@2759|Eukaryota,37I5H@33090|Viridiplantae,3GC0A@35493|Streptophyta"	35493|Streptophyta	D	Belongs to the helicase family	-	-	3.6.4.12	ko:K15255	-	-	-	-	"ko00000,ko01000,ko03029,ko03032"	-	-	-	"Helitron_like_N,PIF1"
NODE_410_length_1482_cov_1.222064_1	218851.Aquca_023_00094.1	2.66E-144	419	"COG0843@1|root,KOG4769@2759|Eukaryota,37QZZ@33090|Viridiplantae,3GEEJ@35493|Streptophyta"	35493|Streptophyta	C	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	cox1	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006091,GO:0006119,GO:0006123,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016310,GO:0017144,GO:0019637,GO:0019646,GO:0019693,GO:0019866,GO:0022900,GO:0022904,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0034220,GO:0034641,GO:0042773,GO:0042775,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046034,GO:0046483,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0098655,GO:0098660,GO:0098662,GO:1901135,GO:1901360,GO:1901564,GO:1902600"	1.9.3.1	ko:K02256	"ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016"	M00154	-	-	"ko00000,ko00001,ko00002,ko01000,ko03029"	"3.D.4.11,3.D.4.7,3.D.4.8"	-	-	COX1
NODE_416_length_1479_cov_0.630528_2	3760.EMJ14455	6.28E-31	125	"COG2801@1|root,KOG0017@2759|Eukaryota,380K5@33090|Viridiplantae,3GQCS@35493|Streptophyta"	35493|Streptophyta	L	Retrotransposon gag protein	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
NODE_424_length_1464_cov_1.707282_1	71139.XP_010036392.1	1.97E-40	155	"COG2801@1|root,KOG4373@1|root,KOG0017@2759|Eukaryota,KOG4373@2759|Eukaryota,37U7J@33090|Viridiplantae,3GI6E@35493|Streptophyta"	35493|Streptophyta	L	Werner syndrome-like exonuclease	-	"GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009987,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:1901360"	3.1.11.1	ko:K20777	-	-	-	-	"ko00000,ko01000,ko03400"	-	-	-	DNA_pol_A_exo1
NODE_425_length_1463_cov_1.310967_1	2711.XP_006481437.1	2.39E-38	148	"28PWY@1|root,2QWJJ@2759|Eukaryota,37NQA@33090|Viridiplantae,3G852@35493|Streptophyta"	35493|Streptophyta	S	transposon protein	-	-	-	-	-	-	-	-	-	-	-	-	"DUF4216,DUF4218,Transpos_assoc,Transposase_21"
NODE_425_length_1463_cov_1.310967_2	161934.XP_010687121.1	3.22E-49	179	"COG1100@1|root,KOG0098@2759|Eukaryota"	161934.XP_010687121.1|-	F	GTPase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_426_length_1463_cov_1.172439_1	161934.XP_010676986.1	5.22E-128	397	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta"	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_427_length_1462_cov_1.078700_1	218851.Aquca_352_00001.1	2.44E-104	337	"2CTYX@1|root,2RIC0@2759|Eukaryota,37KRZ@33090|Viridiplantae,3GXMC@35493|Streptophyta"	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	"MP,RVP,zf-CCHC"
NODE_428_length_1459_cov_0.785818_1	90675.XP_010430681.1	3.18E-42	151	"COG2801@1|root,KOG0017@2759|Eukaryota,3875Z@33090|Viridiplantae,3GR4C@35493|Streptophyta"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	G-patch
NODE_433_length_1455_cov_0.461538_1	3750.XP_008356895.1	3.57E-28	115	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta,4JN0G@91835|fabids"	35493|Streptophyta	L	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,rve"
NODE_433_length_1455_cov_0.461538_2	90675.XP_010513349.1	1.69E-87	288	"COG2801@1|root,KOG0017@2759|Eukaryota,37RKH@33090|Viridiplantae,3GGZK@35493|Streptophyta,3HZ1D@3699|Brassicales"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_435_length_1452_cov_0.855273_1	3760.EMJ14455	4.16E-17	87	"COG2801@1|root,KOG0017@2759|Eukaryota,380K5@33090|Viridiplantae,3GQCS@35493|Streptophyta"	35493|Streptophyta	L	Retrotransposon gag protein	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
NODE_435_length_1452_cov_0.855273_2	4432.XP_010259202.1	3.10E-39	146	"COG2801@1|root,KOG0017@2759|Eukaryota,37ZRG@33090|Viridiplantae"	33090|Viridiplantae	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
NODE_436_length_1451_cov_3.465066_1	4533.OB11G23960.1	4.36E-148	474	"COG2801@1|root,KOG4658@1|root,KOG0017@2759|Eukaryota,KOG4658@2759|Eukaryota,38226@33090|Viridiplantae,3GV16@35493|Streptophyta,3M2YJ@4447|Liliopsida,3IKZD@38820|Poales"	35493|Streptophyta	T	disease resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	"NB-ARC,PAH"
NODE_446_length_1446_cov_1.917458_1	13333.ERN04997	6.11E-19	85.1	"2CKHQ@1|root,2S5E8@2759|Eukaryota,37WKE@33090|Viridiplantae,3GKNN@35493|Streptophyta"	35493|Streptophyta	S	BEST Arabidopsis thaliana protein match is Mitovirus RNA-dependent RNA polymerase (TAIR	-	-	-	-	-	-	-	-	-	-	-	-	Mitovir_RNA_pol
NODE_447_length_1446_cov_0.637692_2	2711.XP_006488688.1	4.16E-145	453	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae"	33090|Viridiplantae	E	Uncharacterized protein K02A2.6-like	-	"GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576"	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_449_length_1441_cov_0.867302_1	218851.Aquca_019_00027.1	1.93E-153	467	"COG0507@1|root,KOG0987@2759|Eukaryota,37I5H@33090|Viridiplantae,3GC0A@35493|Streptophyta"	35493|Streptophyta	D	Belongs to the helicase family	-	-	-	-	-	-	-	-	-	-	-	-	"Helitron_like_N,Herpes_Helicase,PIF1"
NODE_452_length_1438_cov_1.096253_1	71139.XP_010065932.1	1.29E-68	220	"COG0531@1|root,KOG1287@2759|Eukaryota,37JZU@33090|Viridiplantae,3GAHX@35493|Streptophyta"	35493|Streptophyta	E	Polyamine transporter	-	"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015179,GO:0015203,GO:0015291,GO:0015297,GO:0015318,GO:0015711,GO:0015807,GO:0015846,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1902047,GO:1902475,GO:1903825,GO:1905039"	-	-	-	-	-	-	-	-	-	-	AA_permease_2
NODE_453_length_1437_cov_1.608088_1	3712.Bo5g095680.1	1.87E-36	142	"COG2801@1|root,KOG0017@2759|Eukaryota,37W4A@33090|Viridiplantae,3GKII@35493|Streptophyta"	35493|Streptophyta	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	Retrotrans_gag
NODE_455_length_1433_cov_0.955015_1	161934.XP_010666749.1	1.83E-48	174	"COG0507@1|root,KOG0987@2759|Eukaryota,37Q72@33090|Viridiplantae,3GCCF@35493|Streptophyta"	35493|Streptophyta	D	Belongs to the helicase family	-	-	3.6.4.12	"ko:K07466,ko:K15255"	"ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460"	M00288	-	-	"ko00000,ko00001,ko00002,ko01000,ko03000,ko03029,ko03032,ko03400"	-	-	-	"Helitron_like_N,Herpes_Helicase,PIF1"
NODE_455_length_1433_cov_0.955015_2	218851.Aquca_007_00758.1	2.89E-78	263	"COG0507@1|root,KOG0987@2759|Eukaryota,37Q72@33090|Viridiplantae,3GCCF@35493|Streptophyta"	35493|Streptophyta	D	Belongs to the helicase family	-	-	3.6.4.12	"ko:K07466,ko:K15255"	"ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460"	M00288	-	-	"ko00000,ko00001,ko00002,ko01000,ko03000,ko03029,ko03032,ko03400"	-	-	-	"Helitron_like_N,Herpes_Helicase,PIF1"
NODE_456_length_1432_cov_0.846494_1	218851.Aquca_011_00268.1	3.29E-75	251	"KOG4658@1|root,KOG4658@2759|Eukaryota,37JN7@33090|Viridiplantae,3GAV6@35493|Streptophyta"	35493|Streptophyta	T	Belongs to the disease resistance NB-LRR family	-	-	-	"ko:K15078,ko:K19613"	"ko03460,ko04014,map03460,map04014"	-	-	-	"ko00000,ko00001,ko01000,ko03400"	-	-	-	"LRR_8,NB-ARC"
NODE_459_length_1419_cov_0.757238_2	218851.Aquca_059_00042.1	2.63E-35	138	"2CMGX@1|root,2QQB8@2759|Eukaryota,37REV@33090|Viridiplantae,3GFBZ@35493|Streptophyta"	35493|Streptophyta	S	protein FAR1-RELATED SEQUENCE	-	-	-	-	-	-	-	-	-	-	-	-	"FAR1,MULE"
NODE_461_length_1423_cov_0.537147_1	3760.EMJ28511	2.55E-84	283	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_463_length_1416_cov_1.082898_1	161934.XP_010684144.1	1.21E-136	436	"COG2801@1|root,KOG0017@2759|Eukaryota,37R6P@33090|Viridiplantae,3G8BW@35493|Streptophyta"	35493|Streptophyta	E	Uncharacterized protein K02A2.6-like	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,Retrotrans_gag,rve"
NODE_463_length_1416_cov_1.082898_3	4432.XP_010247171.1	6.87E-06	50.8	"28MUD@1|root,2QTGK@2759|Eukaryota,37MQ6@33090|Viridiplantae,3GBS5@35493|Streptophyta"	35493|Streptophyta	S	synthase	NES	"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006720,GO:0006721,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009507,GO:0009536,GO:0009605,GO:0009607,GO:0009611,GO:0009617,GO:0009987,GO:0010333,GO:0010334,GO:0016101,GO:0016102,GO:0016114,GO:0016829,GO:0016835,GO:0016838,GO:0031347,GO:0034007,GO:0042214,GO:0042742,GO:0043167,GO:0043169,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043692,GO:0043693,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044444,GO:0044464,GO:0046246,GO:0046872,GO:0048583,GO:0050789,GO:0050896,GO:0051704,GO:0051707,GO:0051761,GO:0051762,GO:0065007,GO:0071704,GO:0080013,GO:0080134,GO:0098542,GO:1901576"	"4.2.3.25,4.2.3.48"	"ko:K14175,ko:K15086"	"ko00902,ko00909,ko01100,ko01110,ko01130,map00902,map00909,map01100,map01110,map01130"	-	"R07631,R08374"	RC01821	"ko00000,ko00001,ko01000"	-	-	-	"Terpene_synth,Terpene_synth_C"
NODE_467_length_1405_cov_17.298193_1	102107.XP_008234114.1	9.71E-34	135	"COG2801@1|root,KOG0017@2759|Eukaryota,37VST@33090|Viridiplantae"	33090|Viridiplantae	L	"transposition, RNA-mediated"	-	-	-	-	-	-	-	-	-	-	-	-	"Asp_protease_2,Retrotrans_gag"
NODE_470_length_1403_cov_1.412519_2	13333.ERM99350	3.65E-15	78.6	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_470_length_1403_cov_1.412519_3	13333.ERM99350	6.92E-30	121	"KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta"	35493|Streptophyta	L	ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"RVT_1,RVT_3,zf-RVT"
NODE_471_length_1403_cov_0.609351_2	161934.XP_010667255.1	1.49E-61	204	"KOG1075@1|root,KOG1075@2759|Eukaryota"	2759|Eukaryota	E	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	"Exo_endo_phos,Exo_endo_phos_2,RVT_1"
